Issuer,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,Trade_Date
Red River Bancshares,14.346139397261567,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,100.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2019-05-03
Red Rock Resorts,0.6678291289860039,27.375,15.0,20.0,30.0,20.0,30.0,15.0,45.0,20.0,39.0,100.0,46.0,55.0,20.0,35.0,10.0,0.0,20.0,46.0,26.0,2016-04-27
RedBall Acquisition,13.304686600863562,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,5.0,3.0,8.0,5.0,8.0,5.0,3.0,25.0,100.0,2020-08-14
Reddy Ice Holdings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-08-09
Redfin,0.017391740695333446,86.25,86.0,83.0,85.0,87.0,84.0,89.0,84.0,91.0,87.0,100.0,99.0,89.0,85.0,82.0,78.0,76.0,81.0,78.0,78.0,2017-07-28
Refco,-0.09530999798648998,5.375,6.0,4.0,7.0,5.0,4.0,5.0,7.0,6.0,5.0,9.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,99.0,2005-08-10
Regado Biosciences,0.3417490792972413,13.875,91.0,18.0,9.0,0.0,28.0,37.0,0.0,0.0,19.0,100.0,27.0,52.0,25.0,94.0,52.0,43.0,26.0,0.0,8.0,2013-08-22
Regalwood Global Energy,0.0,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,65.0,33.0,34.0,36.0,67.0,0.0,0.0,31.0,0.0,2017-12-01
Regional Management,0.12169692149712841,83.5,89.0,88.0,87.0,74.0,89.0,72.0,83.0,79.0,96.0,79.0,84.0,74.0,90.0,95.0,88.0,89.0,93.0,88.0,60.0,2012-03-28
Regulus Therapeutics,-1.1977023186715412,26.75,9.0,18.0,27.0,27.0,26.0,17.0,33.0,58.0,8.0,100.0,48.0,56.0,32.0,24.0,31.0,16.0,16.0,23.0,30.0,2012-10-04
Relay Therapeutics,1.1349784249046906,8.375,0.0,6.0,4.0,10.0,5.0,3.0,21.0,4.0,14.0,100.0,47.0,18.0,12.0,15.0,12.0,20.0,9.0,18.0,10.0,2020-07-16
Relypsa,0.91629043187426,27.375,20.0,12.0,20.0,20.0,43.0,32.0,19.0,23.0,50.0,100.0,49.0,23.0,34.0,39.0,28.0,9.0,4.0,19.0,11.0,2013-11-15
Renewable Energy Group,0.9135470818459428,43.25,40.0,34.0,50.0,39.0,33.0,18.0,19.0,62.0,91.0,100.0,74.0,62.0,83.0,16.0,58.0,47.0,42.0,51.0,37.0,2012-01-19
Renren,0.1187162880258894,60.5,61.0,57.0,59.0,56.0,61.0,57.0,60.0,67.0,67.0,100.0,68.0,58.0,60.0,58.0,55.0,63.0,62.0,60.0,61.0,2011-05-04
"Rentech Nitrogen Partners, L.P.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2011-11-04
Repare Therapeutics,0.980827169683167,9.5,3.0,2.0,3.0,7.0,2.0,2.0,27.0,25.0,8.0,100.0,54.0,21.0,30.0,20.0,9.0,13.0,11.0,9.0,12.0,2020-06-19
Replay Acquisition,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,34.0,0.0,0.0,2019-04-04
Replidyne,0.0,9.125,12.0,13.0,0.0,12.0,12.0,0.0,24.0,0.0,12.0,61.0,0.0,24.0,12.0,24.0,24.0,12.0,0.0,23.0,33.0,2006-06-27
Replimune Group,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2018-07-20
Republic Airways Holdings,0.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-05-26
Republic Property Trust,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,100.0,97.0,0.0,2005-12-14
Resource Capital,0.6931470615123478,47.125,49.0,36.0,39.0,0.0,22.0,100.0,45.0,51.0,84.0,56.0,44.0,68.0,36.0,54.0,36.0,24.0,53.0,42.0,32.0,2006-02-06
Response Genetics,0.6931466805603206,15.625,0.0,45.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,100.0,20.0,41.0,20.0,20.0,41.0,21.0,21.0,20.0,20.0,2007-06-06
Responsys,0.312374595611284,33.875,25.0,20.0,35.0,49.0,23.0,25.0,35.0,43.0,41.0,100.0,62.0,35.0,33.0,42.0,55.0,25.0,18.0,31.0,32.0,2011-04-21
Restaurant Acquisition Partners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-12-18
Restoration Hardware Holdings,0.0,12.5,52.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2012-11-02
Restoration Robotics,1.132513372911054,19.0,3.0,3.0,13.0,10.0,16.0,16.0,26.0,23.0,45.0,100.0,32.0,22.0,29.0,12.0,19.0,19.0,9.0,12.0,16.0,2017-10-12
Restore Medical,-0.03077163972737118,20.375,16.0,49.0,0.0,32.0,0.0,17.0,16.0,33.0,16.0,15.0,31.0,32.0,16.0,16.0,0.0,64.0,100.0,64.0,49.0,2006-05-16
Retail Properties of America,15.607270193858982,11.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,60.0,100.0,93.0,81.0,67.0,30.0,22.0,15.0,22.0,30.0,22.0,2012-04-05
RetailMeNot,0.06453850030424446,30.375,28.0,28.0,29.0,30.0,30.0,31.0,32.0,31.0,32.0,36.0,33.0,39.0,37.0,38.0,35.0,32.0,31.0,28.0,33.0,2013-07-19
Revance Therapeutics,1.7719563536967495,37.625,0.0,0.0,18.0,0.0,97.0,52.0,17.0,17.0,100.0,88.0,50.0,33.0,98.0,17.0,51.0,0.0,33.0,33.0,17.0,2014-02-06
Revolution Medicines,1.7391144675525116,10.5,11.0,7.0,0.0,0.0,6.0,6.0,16.0,12.0,37.0,100.0,37.0,26.0,14.0,19.0,8.0,9.0,15.0,8.0,2.0,2020-02-13
Revolve Group,1.4880759494400178,10.5,6.0,8.0,13.0,6.0,2.0,12.0,8.0,4.0,31.0,100.0,62.0,30.0,33.0,31.0,18.0,27.0,23.0,17.0,27.0,2019-06-07
Rex Energy,0.9284610206215373,32.25,37.0,25.0,0.0,61.0,12.0,24.0,12.0,62.0,62.0,100.0,0.0,37.0,50.0,12.0,23.0,11.0,22.0,22.0,11.0,2007-07-24
Rexford Industrial Realty,0.0,6.125,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,100.0,0.0,98.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-19
Rexnord,-0.06317889274841892,73.625,62.0,71.0,67.0,77.0,76.0,82.0,80.0,67.0,69.0,100.0,73.0,70.0,73.0,78.0,63.0,63.0,71.0,56.0,66.0,2012-03-29
Reynolds Consumer Products,1.3643151307297066,28.5,28.0,28.0,19.0,6.0,7.0,17.0,34.0,27.0,90.0,100.0,75.0,48.0,30.0,44.0,26.0,25.0,11.0,27.0,16.0,2020-01-31
Rhythm Pharmaceuticals,2.39789224250085,8.5,0.0,3.0,3.0,3.0,3.0,10.0,3.0,10.0,33.0,100.0,29.0,33.0,3.0,19.0,3.0,12.0,0.0,19.0,16.0,2017-10-05
Ribbit LEAP,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,38.0,0.0,10.0,20.0,20.0,10.0,10.0,19.0,0.0,2020-09-11
Rice Energy,0.7721354444882813,41.5,36.0,32.0,37.0,43.0,39.0,29.0,32.0,41.0,79.0,100.0,72.0,66.0,72.0,64.0,76.0,69.0,64.0,53.0,67.0,2014-01-24
Rice Midstream Partners LP,0.0,6.75,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,55.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,51.0,53.0,2014-12-17
RigNet,0.8109298689942634,16.375,22.0,27.0,16.0,16.0,0.0,5.0,11.0,20.0,36.0,100.0,24.0,6.0,26.0,15.0,15.0,15.0,19.0,19.0,10.0,2010-12-15
Rightnow Technologies,0.0,25.0,17.0,16.0,16.0,16.0,33.0,17.0,19.0,66.0,17.0,100.0,33.0,16.0,15.0,15.0,15.0,28.0,14.0,14.0,14.0,2004-08-04
RingCentral,-0.04502367558117193,78.75,78.0,81.0,85.0,76.0,81.0,82.0,71.0,78.0,76.0,100.0,80.0,78.0,79.0,81.0,96.0,78.0,71.0,77.0,57.0,2013-09-27
RiskMetrics Group,-0.5031032735577776,20.875,14.0,13.0,26.0,27.0,14.0,17.0,31.0,26.0,13.0,100.0,50.0,26.0,25.0,49.0,24.0,12.0,24.0,38.0,24.0,2008-01-24
Ritter Pharmaceuticals,1.7917587116526996,20.75,11.0,11.0,0.0,45.0,0.0,0.0,11.0,33.0,66.0,100.0,34.0,11.0,23.0,46.0,11.0,11.0,22.0,0.0,33.0,2015-06-24
Riverbed Technology,0.5877862204580202,11.0,21.0,10.0,10.0,0.0,31.0,0.0,0.0,19.0,18.0,100.0,9.0,9.0,35.0,52.0,26.0,17.0,25.0,41.0,8.0,2006-09-20
Rocket Companies,0.980827169683167,3.875,3.0,2.0,3.0,3.0,2.0,6.0,4.0,3.0,8.0,61.0,30.0,20.0,26.0,42.0,15.0,9.0,10.0,9.0,7.0,2020-08-06
Rocket Fuel,0.16705404969813875,43.625,45.0,42.0,44.0,32.0,44.0,47.0,42.0,46.0,52.0,100.0,79.0,55.0,47.0,53.0,52.0,54.0,67.0,61.0,49.0,2013-09-20
Rockwood Holdings,15.009433329466965,16.875,0.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,33.0,100.0,38.0,62.0,61.0,0.0,29.0,56.0,0.0,28.0,55.0,2005-08-16
Roka Bioscience,0.7217204039940319,38.75,76.0,40.0,28.0,28.0,14.0,29.0,57.0,43.0,71.0,100.0,87.0,29.0,74.0,14.0,0.0,14.0,13.0,0.0,27.0,2014-07-17
Roku,0.027150984151141255,57.375,49.0,51.0,54.0,54.0,60.0,65.0,64.0,55.0,56.0,65.0,59.0,57.0,54.0,52.0,54.0,62.0,65.0,82.0,72.0,2017-09-28
Rosetta Genomics,14.648420115681892,7.625,32.0,14.0,0.0,24.0,0.0,0.0,0.0,0.0,23.0,100.0,22.0,22.0,0.0,11.0,0.0,11.0,11.0,0.0,0.0,2007-02-26
Rosetta Stone,0.01307207985853509,75.375,76.0,78.0,82.0,75.0,76.0,68.0,69.0,78.0,77.0,93.0,81.0,79.0,72.0,70.0,72.0,70.0,74.0,74.0,85.0,2009-04-15
Roth CH Acquisition,15.830413711839864,9.375,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,30.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,16.0,2020-05-05
Royalty Pharma plc,15.702580358511796,9.875,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,66.0,100.0,21.0,7.0,14.0,7.0,21.0,7.0,0.0,14.0,14.0,2020-06-16
Rubicon Project (The),0.5020917721725824,23.25,46.0,24.0,23.0,8.0,23.0,8.0,39.0,23.0,38.0,100.0,31.0,32.0,8.0,32.0,23.0,23.0,8.0,26.0,52.0,2014-04-02
Rubicon Technology,-14.508658238524095,19.5,41.0,0.0,20.0,20.0,0.0,39.0,57.0,20.0,0.0,84.0,38.0,18.0,36.0,37.0,20.0,0.0,0.0,36.0,17.0,2007-11-15
Rubius Therapeutics,1.0799197887797836,25.125,21.0,9.0,6.0,15.0,12.0,21.0,56.0,29.0,53.0,100.0,43.0,18.0,18.0,29.0,18.0,9.0,17.0,29.0,9.0,2018-07-18
Ruckus Wireless,0.1311921872898929,51.375,54.0,36.0,57.0,62.0,58.0,45.0,53.0,39.0,61.0,100.0,52.0,53.0,55.0,48.0,49.0,37.0,32.0,43.0,51.0,2012-11-16
Ruhnn Holding,15.640060011305629,14.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,62.0,100.0,74.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,2019-04-03
Ruth's Chris Steak House,-0.6539260981761106,20.75,25.0,12.0,39.0,26.0,0.0,38.0,13.0,25.0,13.0,100.0,13.0,28.0,35.0,11.0,22.0,22.0,32.0,21.0,53.0,2005-08-08
Ruthigen,13.910821646859095,2.625,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,11.0,100.0,10.0,5.0,5.0,0.0,5.0,5.0,11.0,0.0,11.0,2014-03-21
Ryerson Holding,13.710151153416941,5.5,0.0,0.0,9.0,0.0,0.0,0.0,17.0,9.0,9.0,100.0,17.0,8.0,25.0,25.0,8.0,8.0,8.0,16.0,0.0,2014-08-08
S&W Seed,0.0,12.75,0.0,34.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,69.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,35.0,34.0,2010-05-03
SAIC,0.280301893258752,33.75,35.0,35.0,33.0,35.0,31.0,27.0,29.0,35.0,45.0,100.0,45.0,39.0,35.0,38.0,34.0,21.0,27.0,32.0,34.0,2006-10-12
SC Health,-0.17979308550772632,77.625,82.0,83.0,77.0,77.0,82.0,78.0,79.0,79.0,66.0,86.0,84.0,88.0,89.0,75.0,90.0,90.0,81.0,68.0,100.0,2019-07-12
SCYNEXIS,0.5753640233758102,42.125,82.0,63.0,14.0,21.0,20.0,83.0,21.0,51.0,64.0,100.0,35.0,35.0,0.0,39.0,23.0,24.0,24.0,24.0,32.0,2014-05-02
SFX Entertainment,1.5040766189989716,14.5,11.0,5.0,3.0,14.0,8.0,9.0,11.0,21.0,45.0,100.0,32.0,36.0,30.0,29.0,15.0,13.0,16.0,37.0,34.0,2013-10-09
SG Blocks,0.07145893843937001,37.0,14.0,27.0,27.0,27.0,43.0,15.0,29.0,99.0,29.0,42.0,44.0,59.0,44.0,15.0,43.0,100.0,28.0,43.0,28.0,2017-06-22
SGX Pharmaceuticals,0.6131042378437668,23.75,0.0,0.0,20.0,44.0,50.0,21.0,19.0,0.0,36.0,72.0,0.0,17.0,0.0,17.0,17.0,0.0,0.0,49.0,100.0,2006-01-31
SI-BONE,0.7137662551777129,32.5,16.0,67.0,16.0,0.0,16.0,32.0,48.0,32.0,49.0,100.0,98.0,33.0,16.0,0.0,33.0,32.0,82.0,50.0,50.0,2018-10-17
SMART Global Holdings,2.39087630252443,17.125,13.0,0.0,0.0,0.0,13.0,13.0,0.0,40.0,71.0,100.0,57.0,0.0,0.0,68.0,14.0,29.0,0.0,14.0,14.0,2017-05-24
SMART Modular Technologies,-0.6626877792608625,47.25,40.0,54.0,69.0,45.0,52.0,43.0,52.0,38.0,25.0,87.0,85.0,24.0,12.0,35.0,46.0,23.0,23.0,69.0,23.0,2006-02-02
SMART Technologies,0.186329537227647,42.625,39.0,41.0,38.0,36.0,46.0,44.0,44.0,42.0,50.0,100.0,49.0,47.0,45.0,50.0,49.0,52.0,40.0,43.0,46.0,2010-07-15
SP Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2007-10-10
SPS Commerce,0.5306281138073046,35.0,17.0,21.0,21.0,46.0,38.0,38.0,22.0,43.0,51.0,100.0,26.0,47.0,30.0,17.0,31.0,22.0,13.0,44.0,34.0,2010-04-22
SS&C Technologies Holdings,0.0,3.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,100.0,33.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-31
SSA Global Technologies,0.0,9.25,0.0,25.0,0.0,0.0,25.0,0.0,0.0,24.0,0.0,50.0,0.0,72.0,0.0,25.0,25.0,51.0,0.0,49.0,0.0,2005-05-25
STAG Industrial,15.8436589368355,15.875,26.0,0.0,0.0,0.0,25.0,26.0,0.0,0.0,76.0,51.0,53.0,78.0,76.0,0.0,99.0,0.0,26.0,76.0,25.0,2011-04-15
STORE Capital,0.28103749728278515,77.75,65.0,81.0,81.0,76.0,75.0,79.0,60.0,70.0,100.0,97.0,84.0,88.0,88.0,90.0,92.0,87.0,78.0,75.0,71.0,2014-11-17
STR Holdings,2.4849048164566527,11.25,11.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,60.0,100.0,39.0,0.0,10.0,10.0,20.0,0.0,11.0,11.0,0.0,2009-11-06
SVMK (SurveyMonkey),0.0,2.25,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,0.0,100.0,12.0,9.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,2018-09-26
SYMMETRY Medical,2.407944597541374,25.0,0.0,0.0,0.0,21.0,18.0,26.0,0.0,35.0,100.0,99.0,0.0,0.0,24.0,50.0,16.0,31.0,0.0,15.0,0.0,2004-12-08
SYSWIN,0.6637331547523417,39.125,7.0,27.0,35.0,42.0,27.0,34.0,41.0,40.0,67.0,100.0,13.0,19.0,13.0,15.0,15.0,33.0,31.0,49.0,18.0,2010-11-24
Sabre,-0.05406721477255072,84.5,91.0,91.0,88.0,86.0,85.0,82.0,85.0,78.0,81.0,90.0,93.0,88.0,94.0,83.0,88.0,84.0,83.0,84.0,78.0,2014-04-17
Sachem Capital,0.6390797935977064,32.625,0.0,23.0,37.0,12.0,35.0,34.0,11.0,55.0,54.0,100.0,65.0,76.0,74.0,11.0,32.0,22.0,22.0,44.0,23.0,2017-02-10
Safe Bulkers,15.59046307836746,7.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,17.0,25.0,0.0,0.0,9.0,0.0,0.0,17.0,9.0,2008-05-28
"Safety, Income and Growth",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-22
Sage Therapeutics,0.20763922054757566,13.75,5.0,0.0,0.0,16.0,10.0,26.0,26.0,16.0,16.0,100.0,48.0,16.0,11.0,21.0,10.0,10.0,20.0,15.0,10.0,2014-07-18
Sagent Pharmaceuticals,0.6931468101897806,21.875,14.0,13.0,27.0,0.0,0.0,54.0,13.0,41.0,27.0,100.0,28.0,27.0,13.0,13.0,0.0,14.0,13.0,13.0,27.0,2011-04-20
SailPoint Technologies Holdings,16.108045416114916,16.75,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,99.0,99.0,100.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2017-11-17
Salary.com,0.04567002848873036,51.625,67.0,53.0,33.0,48.0,54.0,52.0,59.0,58.0,56.0,66.0,59.0,67.0,68.0,66.0,65.0,70.0,72.0,60.0,71.0,2007-02-15
Sanchez Energy,0.9954278052036183,35.5,20.0,62.0,31.0,21.0,10.0,30.0,41.0,20.0,69.0,30.0,53.0,11.0,61.0,38.0,57.0,19.0,74.0,9.0,65.0,2011-12-14
SandRidge Energy,0.2288415139873039,39.5,9.0,18.0,45.0,27.0,44.0,27.0,43.0,68.0,44.0,100.0,67.0,25.0,48.0,65.0,16.0,17.0,11.0,10.0,80.0,2007-11-05
SandRidge Mississippian Trust I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,2011-04-07
SandRidge Mississippian Trust II,0.7225609121863457,46.5,17.0,67.0,51.0,33.0,33.0,34.0,33.0,52.0,69.0,98.0,100.0,34.0,0.0,66.0,0.0,17.0,33.0,0.0,16.0,2012-04-18
SandRidge Permian Trust,0.0,7.5,0.0,0.0,15.0,0.0,0.0,0.0,15.0,30.0,0.0,100.0,15.0,28.0,28.0,0.0,27.0,27.0,0.0,0.0,25.0,2011-08-11
Santander Consumer USA Holdings,15.039286283703994,19.75,0.0,0.0,0.0,18.0,0.0,0.0,19.0,87.0,34.0,50.0,17.0,0.0,0.0,17.0,16.0,100.0,0.0,0.0,16.0,2014-01-23
Satsuma Pharmaceuticals,16.118095750958314,17.625,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,100.0,39.0,10.0,29.0,10.0,0.0,0.0,28.0,19.0,9.0,9.0,2019-09-13
Schneider National,0.22957440855931122,63.375,76.0,60.0,54.0,64.0,70.0,53.0,52.0,76.0,78.0,100.0,92.0,65.0,65.0,67.0,75.0,77.0,86.0,71.0,64.0,2017-04-06
Scholar Rock Holding,16.118095750958314,20.75,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,100.0,67.0,34.0,0.0,97.0,0.0,33.0,0.0,33.0,0.0,0.0,2018-05-24
Schrodinger,0.12062795865109255,38.75,48.0,44.0,42.0,33.0,31.0,38.0,40.0,38.0,44.0,51.0,52.0,55.0,49.0,52.0,51.0,45.0,47.0,100.0,77.0,2020-02-06
Schultze Special Purpose Acquisition,16.108045416114916,12.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-11
SciPlay,2.37490348713491,10.0,0.0,0.0,5.0,3.0,0.0,5.0,16.0,8.0,43.0,100.0,50.0,18.0,8.0,8.0,26.0,26.0,16.0,16.0,18.0,2019-05-03
SciQuest,0.3448404005074375,35.875,34.0,31.0,21.0,34.0,41.0,37.0,29.0,46.0,48.0,100.0,67.0,28.0,16.0,30.0,39.0,45.0,32.0,39.0,15.0,2010-09-24
Scopus Video Networks,16.056220353623207,24.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,96.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-12-12
Scorpio Tankers,-14.962913328262083,35.5,0.0,0.0,0.0,65.0,93.0,31.0,32.0,63.0,0.0,100.0,65.0,0.0,31.0,0.0,0.0,65.0,0.0,0.0,0.0,2010-03-31
Sea Limited,-0.0984400566494621,65.625,59.0,73.0,59.0,78.0,63.0,65.0,61.0,68.0,58.0,81.0,88.0,63.0,61.0,59.0,61.0,67.0,55.0,70.0,59.0,2017-10-20
SeaCube Container Leasing,0.0,13.125,56.0,0.0,0.0,0.0,0.0,52.0,0.0,53.0,0.0,51.0,0.0,100.0,51.0,50.0,0.0,0.0,0.0,0.0,0.0,2010-10-28
SeaWorld Entertainment,0.49091020478872593,33.25,43.0,36.0,35.0,53.0,12.0,18.0,36.0,18.0,58.0,100.0,42.0,48.0,65.0,52.0,81.0,46.0,51.0,69.0,47.0,2013-04-19
Seadrill Partners,0.0,3.375,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,100.0,13.0,13.0,24.0,12.0,0.0,24.0,48.0,12.0,37.0,2012-10-19
Sealy,0.11506931652922159,78.5,84.0,70.0,80.0,91.0,84.0,59.0,68.0,84.0,92.0,95.0,72.0,66.0,79.0,69.0,73.0,81.0,71.0,89.0,66.0,2006-04-06
Seanergy Maritime,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,0.0,33.0,32.0,63.0,32.0,0.0,28.0,0.0,0.0,2007-09-24
Seaspan,0.6931469631687119,25.375,0.0,27.0,28.0,9.0,0.0,19.0,46.0,28.0,46.0,100.0,73.0,41.0,25.0,25.0,24.0,32.0,23.0,8.0,15.0,2005-08-08
Secoo Holding Limited,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2017-09-22
SecureWorks,1.2718836209168924,25.5,16.0,19.0,21.0,20.0,16.0,15.0,18.0,29.0,66.0,100.0,65.0,37.0,38.0,35.0,18.0,18.0,26.0,17.0,24.0,2016-04-22
Select Energy Services,-0.41820400243480815,42.875,21.0,38.0,41.0,36.0,66.0,55.0,30.0,51.0,26.0,85.0,80.0,38.0,47.0,59.0,64.0,36.0,71.0,50.0,26.0,2017-04-21
Select Income REIT,15.039286283703994,8.625,19.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,34.0,85.0,17.0,0.0,17.0,18.0,18.0,33.0,0.0,0.0,0.0,2012-03-07
Select Medical Holdings,14.285514812209815,4.25,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,16.0,100.0,5.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2009-09-25
SelectQuote,0.1752040206360599,25.0,14.0,21.0,17.0,27.0,24.0,33.0,27.0,23.0,28.0,100.0,36.0,36.0,30.0,28.0,22.0,28.0,28.0,27.0,33.0,2020-05-21
Selecta Biosciences,0.6931466805603206,10.0,5.0,0.0,10.0,0.0,10.0,20.0,10.0,10.0,20.0,100.0,25.0,16.0,16.0,11.0,21.0,27.0,11.0,17.0,16.0,2016-06-22
SemiLeds,0.44802440851752223,15.875,5.0,24.0,5.0,5.0,14.0,19.0,9.0,33.0,18.0,100.0,41.0,16.0,32.0,23.0,74.0,39.0,17.0,25.0,4.0,2010-12-09
Semler Scientific,2.3025834566320458,17.0,0.0,0.0,13.0,0.0,34.0,0.0,11.0,23.0,55.0,100.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-21
SendGrid,0.051293286868754784,65.875,73.0,61.0,69.0,58.0,64.0,72.0,68.0,65.0,70.0,100.0,63.0,72.0,68.0,67.0,67.0,34.0,55.0,58.0,79.0,2017-11-15
SenesTech,-1.1871649138820546,25.75,10.0,50.0,0.0,30.0,30.0,48.0,29.0,10.0,9.0,55.0,38.0,0.0,20.0,19.0,37.0,37.0,45.0,71.0,37.0,2016-12-08
Senmiao Technology,0.0,6.25,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2018-03-16
SenoRx,0.6539260981761106,16.25,0.0,13.0,26.0,13.0,27.0,0.0,13.0,13.0,25.0,100.0,0.0,0.0,0.0,25.0,25.0,11.0,23.0,23.0,23.0,2007-03-28
Senomyx,0.6931468680600918,20.0,32.0,0.0,0.0,0.0,32.0,32.0,0.0,64.0,32.0,98.0,33.0,0.0,0.0,33.0,33.0,0.0,33.0,0.0,30.0,2004-06-21
Sensata Technologies,0.6458941493074484,37.0,33.0,32.0,13.0,25.0,50.0,32.0,45.0,37.0,62.0,100.0,75.0,44.0,59.0,39.0,31.0,43.0,38.0,32.0,32.0,2010-03-11
Sensus Healthcare,1.8191570470211254,9.125,49.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,37.0,63.0,100.0,0.0,12.0,13.0,0.0,39.0,13.0,0.0,0.0,2016-06-03
Sentinel Energy Services,0.6931463472276538,23.25,0.0,0.0,0.0,0.0,100.0,12.0,12.0,50.0,12.0,12.0,24.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-03
Seres Therapeutics,2.4849005386989567,7.125,0.0,0.0,0.0,3.0,0.0,21.0,12.0,3.0,18.0,100.0,42.0,24.0,18.0,12.0,12.0,12.0,29.0,82.0,12.0,2015-06-26
