General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We are a gene therapy company leveraging breakthroughs in human genetics with the goal of developing and commercializing disease-modifying AAV-based gene therapies for patients with devastating neurodegenerative diseases. We are applying a precision medicine approach to neurodegeneration by studying our gene therapies in genetically defined patient populations. We believe this will increase the probability of creating disease-modifying therapies that improve patients’ lives. Our lead program is PR001 for the treatment of Parkinson’s disease with GBA1 mutation, or PD-GBA, and neuronopathic Gaucher disease. We are focused on developing a broad pipeline of gene therapies for a range of neurodegenerative diseases, including PR006 for the treatment of frontotemporal dementia with GRN mutation and PR004 for the treatment of synucleinopathies.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),43,2017,Contact Information,"430 East 29th Street, Suite 940, New York, New York 10016, US",(917) 336-9310,http://www.prevailtherapeutics.com,Prevail Therapeutics,Financial Information,$577.9mil,$0 mil (last 12 months),$-25.8 mil (last 12 months),IPO Profile,PRVL,NASDAQ,7.4,$17.00 - $17.00,$125.0 mil,Morgan Stanley/ BofA Merrill Lynch/ Cowen,Wedbush PacGrow,6/20/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a newly formed, self-administered and self-managed real estate investment company focused on acquiring, improving, owning and managing multi-tenant office properties in high-growth urban nodes in the Midwest and Southeast United States within target markets, which we define as MSAs, other than the major markets, that have populations of at least one million people. We intend to elect to be taxed and to operate in a manner that will allow us to qualify as a REIT for federal income tax purposes commencing with our short taxable year ending Dec. 31, 2019.",REAL ESTATE INVESTMENT TRUSTS,0,2018,Contact Information,"102 Woodmont Boulevard, Suite 100, Nashville, Tennessee 37205, US",(615) 296-0483,http://www.priamproperties.com,Priam Properties,Financial Information,,$7.22 mil (last 12 months),$-1.7 mil (last 12 months),IPO Profile,PRMI,NYSE,0.0,$0.00 - $0.00,$100.0 mil,D.A. Davidson & Co.,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on global consumer companies with a China presence or China potential. (Note: Primavera Capital Acquisition upsized its IPO at pricing – 36 million units, up from 30 million units, were priced at $10 each to raise $360 million.)",BLANK CHECKS,0,2020,Contact Information,41/F Gloucester Tower 15 Queen’s Road Central Hong Kong,+852 3767 5100,,Primavera Capital Acquisition Corporation,Financial Information,$455.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PV.U,NYSE,36.0,$10.00 - $10.00,$360.0 mil,Credit Suisse/ Citigroup,-,1/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Prime Impact Acquisition I is a blank check company domiciled in the Cayman Islands whose business purpose is to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. We have not selected any specific business combination target and we have not, nor has anyone on our behalf, engaged in any substantive discussions, directly or indirectly, with any business combination target with respect to an initial business combination with us.  We intend to focus on acquisition opportunities that capitalize on the growth of the data-centric economy. This economy is characterized by the dramatic growth in data, the increasing value that can be generated from that data and the profound disruption that harnessing and managing such data can have throughout the global economy.",BLANK CHECKS,0,2020,Contact Information,"123 E San Carlos Street, Suite 12, San Jose, CA 95112, US",(650) 825-6965,,Prime Impact Acquisition I,Financial Information,$375mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PIAI.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Goldman Sachs/ BofA Securities,-,9/10/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on the technology-enabled financial sectors or related industries. We are also not limited to a particular geographic region for purposes of consummating an initial business combination, but we will not undertake our initial business combination with any entity that conducts a majority of its business or is headquartered in China (including Hong Kong and Macau). Although we intend to focus our search on companies within technology-enabled financial sectors, including but not limited to blockchain, datacenter, non-fungible token, ecommerce and other technology-related infrastructure sectors, we are not required to complete our initial business combination with a business in these industries and, as a result, we may pursue a business combination outside of these industries.",BLANK CHECKS,0,2021,Contact Information,"1129 Northern Blvd., Suite 404 Manhasset, NY, 11030",(347) 329-1575,,Prime Number Acquisition I Corp.,Financial Information,$78.8mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PNACU,NASDAQ,6.0,$10.00 - $10.00,$60.0 mil,Prime Number Capital LLC/ Shengang Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an established technology-driven facilities services provider in the public and private sectors operating mainly in Singapore. Our mission is to support businesses by improving lives and strengthening communities through our business practices and ethics. We compete primarily in Singapore, with a small portion of our operations in Malaysia. We provide general cleaning services and maintenance of public and private facilities, such as airports, conservancy areas (i.e., the public areas, refuse disposal areas, parks and carparks of public housing units), common areas of hotels, educational institutions, public roads, residential spaces, commercial buildings, office facilities, industrial areas, retail stores and healthcare facilities; housekeeping services; specialized cleaning services, such as marble polishing services; building façade cleaning services and clean room sanitation services, and waste management and pest control services. We derive the majority of our revenue from the provision of facilities services, which accounted for approximately $36.9 million or 77.3% of our revenue in FY 2020 and approximately $40.6 million or 84.4% of our revenue in FY 2021. For the six months ended September 30, 2020 and 2021, we generated approximately $18.7 million or 82.6% of our revenue and approximately $22.9 million or 87.2% of our revenue, respectively, from the provision of facilities services. Note: For the fiscal year ended March 31, 2021, our revenue was $48.08 million and our net income was $5.36 million. Note: For the six months ended Sept. 30, 2021, our revenue was $26.24 million and our net income was $405,312. (Note: Primech Holdings Ltd. filed confidential IPO documents on Nov. 24, 2021.)",SERVICES-TO DWELLINGS & OTHER BUILDINGS,2613,1984,Contact Information,23 Ubi Crescent Singapore 408579,+65 6286 1868,https://www.homehelpy.com/,Primech Holdings Ltd.,Financial Information,,$51.63 mil (last 12 months),$0.92 mil (last 12 months),IPO Profile,PMEC,NASDAQ,0.0,$0.00 - $0.00,$23.0 mil,Tiger Brokers,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on the medical technology sector. Our management team and board (collectively referred to as the “team”) possess a synergistic combination of executive, strategic, operational, financial and transactional experience in this sector, and have demonstrated a strong track record of identifying and creating significant stockholder value at leading medical technology companies. (Note: Priveterra Acquisition Corp. priced its upsized IPO on Feb. 8, 2021, of 24 million units, up from 20 million, at $10 each to raise $240 million.)",BLANK CHECKS,0,,Contact Information,"300 SE 2nd Street, Suite 600 Fort Lauderdale, Florida 33301",754-220-9229,,Priveterra Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PMGMU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Wells Fargo Securities/Guggenheim Securities,Odeon Capital Group,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Privia Health priced its upsized IPO on April 28, 2021, at $23 – the top of its upwardly revised range of $21 to $23 – on 19.5 million shares, the same number as in the prospectus, to raise $448.5 million. Privia had increased its price range to $21 to $23, up from $17 to $19, on the same number of shares – 19.5 million – in an S-1/A filing dated April 28, 2021. The pricing date for Privia Health’s IPO was accelerated to Wednesday night, April 28, to start trading on Thursday, April 29, according to Wall Street sources on Monday afternoon.) Privia Health is a technology-driven national physician-enablement company that collaborates with medical groups, health plans and health systems to optimize physician practices, improve patient experiences, and reward doctors for delivering high-value care in both in-person and virtual care settings (the “Privia Platform”). Privia operates in six states and the District of Columbia, covering over 70 target metropolitan statistical areas (MPSAs), including 20 of the largest 100 MPSAs). We started in 2013 by partnering with small and large independent physician practices focused on primary care, pediatrics, women’s health and select subspecialties focused on treating chronically ill patients. We now have more than 2,770 Privia Providers who have signed to join our platform as of Dec. 31, 2020. We directly address three of the most pressing issues facing physicians today: the transition to the value-based care (“VBC”) reimbursement model, the ever-increasing administrative requirements to operate a successful medical practice, and the need to engage patients using modern user-friendly technology. We seek to accomplish these objectives by entering markets and organizing existing physicians and non-physician clinicians into a unique practice model (our Medical Group model) that combines the advantages of a partnership in a large regional medical group with significant local autonomy for the physicians and non-physician clinicians joining our Medical Groups. Our Medical Groups are designated as in-network by all major health insurance plans in all of our markets, and all Privia Providers are credentialed with such health insurance plans. The Privia Platform is designed to succeed across demographic cohorts, acuity levels and reimbursement models, including traditional fee-for-service (“FFS”) Medicare, the Medicare Shared Savings Program (“MSSP”), Medicare Advantage, Medicaid, commercial insurance and other existing and emerging direct contracting programs with payers and employers.",Services - Health Services,559,2013,Contact Information,"950 N. Glebe Rd., Suite 700 Arlington, VA 22203",(571) 366-8850,http://www.priviahealth.com/,"Privia Health Group, Inc.",Financial Information,$2265.34mil,$817.1 mil (last 12 months),$31.2 mil (last 12 months),IPO Profile,PRVA,NASDAQ,19.5,$23.00 - $23.00,$448.5 mil,Goldman Sachs/ J.P. Morgan/ Credit Suisse/ Piper Sandler/ William Blair,Canaccord Genuity/ Truist Securities/ R. Seelaus & Co./ Siebert Williams Shank,4/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a commercial-stage surgical robotics company focused on advancing patient care by developing transformative solutions in urology. We develop, manufacture and sell the AquaBeam Robotic System, an advanced, image-guided, surgical robotic system for use in minimally invasive urologic surgery, with an initial focus on treating benign prostatic hyperplasia, or BPH. BPH is the most common prostate disease and impacts approximately 40 million men in the United States. Our proprietary AquaBeam Robotic System employs a single-use disposable handpiece to deliver our Aquablation therapy, which combines real-time, multidimensional imaging, personalized treatment planning, automated robotics and heat-free waterjet ablation for targeted and rapid removal of prostate tissue. (Note: PROCEPT BioRobotics upsized its IPO at pricing on Sept. 14, 2021, by increasing the number of shares to 6.56 million – up from 5.5 million – and pricing the stock at $25 – $1 above the top of $22-to-$24 range – to raise $164 million.)",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,205,2021,Contact Information,"900 Island Drive, Redwood City, CA, 94065, US",(650) 232-7200,http://www.procept-biorobotics.com,PROCEPT BioRobotics,Financial Information,$947.83mil,$21.0 mil (last 12 months),$-54.7 mil (last 12 months),IPO Profile,PRCT,NASDAQ,6.6,$25.00 - $25.00,$164.0 mil,BofA Securities/ Goldman Sachs,Cowen/ Guggenheim Securities/ SVB Leerink,9/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading provider of cloud-based construction management software (SaaS). We are helping transform one of the oldest, largest and least digitized industries in the world. We focus exclusively on construction, connecting and empowering the industry’s key stakeholders, such as owners, general contractors, specialty contractors, architects, and engineers, to collaborate from any location, on any Internet-connected device. Our platform is modernizing and digitizing construction management by enabling real-time access to critical project information, simplifying complex workflows, and facilitating seamless communication among key stakeholders, all of which we believe collectively positions us to serve as the system of record for the construction industry. (Note: Procore Technologies priced its IPO on May 19, 2021, at $67 – $2 above the top of its $60-to-$65 price range – on 9.47 million shares, the same number of shares in the prospectus, to raise about $634.49 million. Procore Technologies initially filed to go public on Feb. 28, 2020, according to its S-1 filing with the SEC. The company filed terms for its IPO in an S-1/A filing dated May 10, 2021.)",PREPACKAGED SOFTWARE,1911,2002,Contact Information,"6309 Carpinteria Avenue, Carpinteria, CA 93013, US",(866) 477-6267,https://www.procore.com,Procore Technologies,Financial Information,$8008.13mil,$400.29 mil (last 12 months),$-96.17 mil (last 12 months),IPO Profile,PCOR,NYSE,9.5,$67.00 - $67.00,$634.5 mil,Goldman Sachs/ J.P. Morgan/ Barclays/ Jefferies,Canaccord Genuity/ KeyBanc Capital Markets/ Oppenheimer/ Piper Sandler/ Stifel/ William Blair,5/20/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: not an initial public offering): Prior to this offering, our Class A Common Stock has not been traded on an established public trading market, although quotations for our Class A Common Stock were reported on the OTC Pink, or the Pink Open Market, under the symbol “PFHD.”) We are a financial holding company incorporated in 2014 and headquartered in Coral Gables, Florida. We operate primarily through our wholly owned subsidiary, Professional Bank, a Florida state-chartered bank, which commenced operations in 2008. We focus on providing creative, relationship-driven commercial banking products and services designed to meet the needs of our clients. Our clients are small to medium sized businesses, the owners and operators of these businesses, and other professionals, entrepreneurs and high net worth individuals.",NATIONAL COMMERCIAL BANKS,135,2008,Contact Information,"396 Alhambra Circle, Suite 255, Coral Gables, FL 33134, US",(786) 483-1757,http://www.myprobank.com,Professional Holding,Financial Information,$152.0mil,$36.9 mil (last 12 months),$2.1 mil (last 12 months),IPO Profile,PFHD,NASDAQ,3.1,$18.50 - $18.50,$57.4 mil,"Stephens/ Keefe, Bruyette & Woods (A Stifel Company​)",Hovde Group,2/7/2020,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We currently intend to concentrate our efforts in identifying businesses which provide financial services in Asia, primarily mainland China and Hong Kong. Our emphasis is on businesses that provide financial services, brokerage and trading, asset management, underwriting and investment advisory, financing, payment processing, financial technology and other financial services related targets. However, we are not limited to these industries and we may pursue a business combination opportunity in any business or industry we choose and we may pursue a company with operations or opportunities outside of China.",BLANK CHECKS,0,2019,Contact Information,"40 Wall St., 29th floor, New York City, NY 10005, US",(917) 289-0932,,Proficient Alpha Acquisition,Financial Information,$125.8mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PAACU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,I-Bankers Securities,EarlyBirdCapital,5/30/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a biotechnology company with an established track record of success in developing and commercializing molecular testing products as well as innovating in the field of precision medicine. We believe that we are a market-leading provider of in vitro molecular tests designed to improve lives by providing actionable information that helps guide patients and physicians in making critical and timely medical decisions during various life stages, such as family planning, pregnancy, or navigating a complex disease diagnosis.",MEDICAL LABORATORIES,674,2012,Contact Information,"4330 La Jolla Village Drive, Suite 200, San Diego, CA 92122, US",(855) 293-2639,http://www.progenity.com,Progenity,Financial Information,$677.4mil,$113.3 mil (last 12 months),$-141.2 mil (last 12 months),IPO Profile,PROG,NASDAQ,6.7,$15.00 - $15.00,$100.0 mil,Piper Sandler/ Wells Fargo Securities,Baird/ Raymond James/ BTIG,6/19/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We currently intend to focus on target companies in the nexus of media, entertainment and technology, with an emphasis on attractive targets that fall in the digital ecosystem. (Note: Progress Acquisition upsized its IPO at pricing on Feb. 8, 2021, to 15 million units, up from 12.5 million units, at $10 each to raise $150 million.)",BLANK CHECKS,0,2020,Contact Information,"50 Milk Street, 16th Floor Boston, MA 02109",(617) 401-2700,,PROGRESS ACQUISITION CORP.,Financial Information,$182.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PGRWU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,"EarlyBirdCapital, Inc.",,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Progyny is a leading benefits management company specializing in fertility and family building benefits solutions in the United States. Our clients include many of the nation’s most prominent employers across a broad array of industries. We launched our fertility benefits solution in 2016 with our first five employer clients, and we have grown our base of clients to over 80. We currently provide coverage to approximately 1.4 million employees and their partners (known in our industry as covered lives), who we refer to as our members. We have achieved this growth by demonstrating that our purpose-built, data-driven and disruptive platform consistently delivers superior clinical outcomes in a cost-efficient manner while driving exceptional client and member satisfaction.",MISC HEALTH & ALLIED SERVICES,163,2008,Contact Information,"245 5th Avenue, New York, New York 10016, US",(212) 888-3124,http://www.progyny.com,Progyny,Financial Information,$1068.3mil,$160.4 mil (last 12 months),$-2.7 mil (last 12 months),IPO Profile,PGNY,NASDAQ,10.0,$13.00 - $13.00,$130.0 mil,J.P. Morgan/ Goldman Sachs/ BofA Merrill Lynch,Citigroup/ Piper Jaffray/ SVB Leerink/ TPG Capital,10/25/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on targets that enable what we call the “Electric Grid 2.0.” (Incorporated in the Cayman Islands)  We believe the “Electric Grid 2.0” addresses several mega trends that are creating a long tail of value-creating opportunities within the energy storage value-chain, including: •Climate change and mandated reduction of global greenhouse gases, or GHG, emissions, with a resulting increase in the share of renewable power generation (and associated grid-stability challenges); ​ •Electrification of transportation, artificial intelligence, or AI, enabled grid optimization, vehicle-to-grid, or V2G, and vehicle-to-everything, or V2X, technology and smart battery management systems, and ​ •Second life use of batteries and end-of-life battery recycling. (Note: Project Energy Reimagined Acquisition priced its SPAC IPO on Oct. 28, 2021, in line with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"3 Lagoon Drive, Suite 170 Redwood City, California 94065",(260) 515-9113,,Project Energy Reimagined Acquisition,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PEGRU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,J.P. Morgan/ BofA Securities,-,10/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a biotechnology company pioneering a precision medicine approach to the discovery, development and commercialization of novel therapeutic and companion diagnostic products to treat inflammatory bowel disease (IBD). We leverage our proprietary precision medicine platform, Prometheus360™, which includes one of the world’s largest gastrointestinal (GI) bioinformatics databases, to identify novel therapeutic targets and develop therapeutic candidates to engage those targets. In parallel, we are developing companion diagnostic tests designed to identify patients more likely to respond to our therapeutic candidates. We have generated a robust initial pipeline of therapeutic development programs for the treatment of IBD. Our lead product candidate, PRA023, is an IgG1 humanized monoclonal antibody (mAb) that has been shown to block the tumor necrosis factor (TNF)-like ligand 1A (TL1A), a target associated with both intestinal inflammation and fibrosis that was clinically validated in a third-party Phase 2a clinical trial in ulcerative colitis (UC). PRA023 has the potential to substantially improve outcomes for moderate-to-severe IBD patients who are predisposed to increased TL1A expression. We are developing PRA023 to treat UC and Crohn’s disease (CD). We initiated a Phase 1a clinical trial in normal healthy volunteers in December 2020. Our goal is to revolutionize IBD treatment with a precision medicine approach for patients with significant unmet medical needs. (Note: Prometheus BioSciences upsized its IPO at pricing on March 11, 2021, to 10 million shares, up from its just increased size of 9 million, at $19 – the top of its upwardly revised range of $18 to $19. The company increased the size of its IPO to 9 million shares, up from 7.35 million shares, and raised the price range to $18 to $19, up from $16 to $18, in an S-1/A filing disclosed early in the day on March 11, 2021.)",Pharmaceuticals,33,2016,Contact Information,"9410 Carroll Park Drive San Diego, California 92121",858-824-0895,http://www.prometheusbiosciences.com/,Prometheus Biosciences,Financial Information,$689.63mil,$1.2 mil (last 12 months),$-37.14 mil (last 12 months),IPO Profile,RXDX,NASDAQ,10.0,$19.00 - $19.00,$190.0 mil,SVB Leerink/Credit Suisse/Stifel/Guggenheim Securities,-,3/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our objective is to identify and merge with a business that has the potential to achieve sustainable growth and which addresses a large and growing market. We believe there are attractive trends in several industries in which we have expertise, including the enterprise software, health care, financial technology and consumer sectors, although we may pursue an acquisition in any business industry or sector. (Note: PROOF Acquisition Corp. I upsized its SPAC IPO at pricing on Nov. 30, 2021, to 24 million units, up from 20 million, at $10 each to raise $240 million.)",BLANK CHECKS,0,2021,Contact Information,"11911 Freedom Drive, Suite 1080, Reston, VA 20190, US",(703) 563-4100,,PROOF Acquisition Corp. I,Financial Information,$290mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PACI.U,NYSE,24.0,$10.00 - $10.00,$240.0 mil,BofA Securities,-,12/1/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to concentrate our efforts in identifying high quality businesses that provide technological innovation to the real estate industry, or PropTech. As the largest asset class in the United States, the real estate industry is vast and includes, but is not limited to: (i) commercial real estate such as office buildings, multi-family buildings, retail centers, industrial warehouses, hotels, self-storage facilities, medical office buildings, student housing, senior housing and data centers; and (ii) residential real estate such as single family homes and condominiums. Within the real estate industry, we will focus on businesses that provide technology solutions to make the real estate industry more accessible, affordable, autonomous, collaborative, connected, data-driven, digital, dynamic, efficient, experiential, flexible, productive, profitable, smart, transparent, and virtual. (This SPAC IPO was upsized at pricing: 20 million units, up from 17.5 million, at $10 each.)",BLANK CHECKS,0,2020,Contact Information,"3415 N. Pines Way, Suite 204 Wilson, WY 83014",(310) 954-9665,,Prop Tech Investment Corp. II,Financial Information,$218.8mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PTICU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cantor,Northern Capital Markets,12/4/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We will seek to acquire businesses that service the real estate industry. Our target companies will range from real estate service companies to property technology, or “PropTech,” companies. Real estate service companies include property management companies, real estate service providers, mortgage brokerage companies, real estate investments sales companies, title agencies and any other company that has its core business servicing the real estate industry. PropTech companies include companies that offer innovative software, hardware, products, operations or services that are technologically equipped to improve property ownership, financing, valuation, operations, management, leasing, property insurance, asset and investment management, design, construction and development.",BLANK CHECKS,0,2020,Contact Information,"654 Madison Avenue, Suite 1009 New York, NY 10065, US",(646) 502-9845,,Property Solutions Acquisition,Financial Information,$257.4mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PSACU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,EarlyBirdCapital,-,7/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to seek to acquire businesses that service the real estate industry. Our target companies will range from real estate service companies to property technology, or “PropTech,” companies. Real estate service companies include property management companies, real estate service providers, mortgage brokerage companies, real estate investments sales companies, title agencies and any other company that has its core business servicing the real estate industry. PropTech companies include companies that offer innovative software, hardware, products, operations or services that are technologically equipped to improve property ownership, financing, valuation, operations, management, leasing, property insurance, asset and investment management, design, construction and development. This is the second PropTech- and real estate services-focused SPAC founded by Jordan Vogel and Aaron Feldman, the co-managing partners of Benchmark Real Estate Group LLC. (Note: Property Solutions Acquisition II upsized its IPO at pricing on March 3, 2021: 30 million units, up from 25 million, at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"654 Madison Avenue, Suite 1009 New York, New York 10065",(646) 502-9845,,Property Solutions Acquisition Corp. II,Financial Information,$322.05mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PSAGU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,"EarlyBirdCapital, Inc.",-,3/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may pursue an initial business combination target in any stage of its corporate evolution or in any industry or sector, we currently intend to concentrate our efforts in identifying businesses that provide technological innovation to the real estate industry, or PropTech.",BLANK CHECKS,0,2019,Contact Information,"3485 N. Pines Way, Suite 110 Wilson, WY 83014, US",(847) 477-7963,,PropTech Acquisition,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PTACU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Cantor,-,11/22/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an entrepreneurial specialty insurance company that since our founding in 2009 has built products, services and solutions with the goal of significantly improving the experience and value proposition for our customers. In our view, property and casualty insurance companies and the independent agents who typically distribute their products have operated under a model where carriers have little direct connectivity to their customers and as a result, often have a limited ability and incentive to understand and service customers’ needs, or to innovate and adapt as those insurance needs change.","FIRE, MARINE & CASUALTY INSURANCE",392,2010,Contact Information,"412 Mt. Kemble Avenue, Suite 300, Morristown, NJ 07960, US",(973) 532-1900,http://www.prosightspecialty.com,ProSight Global,Financial Information,$601.99mil,$901.5 mil (last 12 months),$58.6 mil (last 12 months),IPO Profile,PROS,NYSE,7.9,$14.00 - $14.00,$110.0 mil,Goldman Sachs/ Barclays/ BofA Merrill Lynch,"Dowling & Partners/ Keefe, Bruyette & Woods (A Stifel Company)/ SunTrust Robinson Humphrey/ Citizens Capital Markets",7/25/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for an initial business combination on companies with advanced and highly differentiated solutions for the technology sector. We have identified several areas of interest, including advanced communications, applications and services (such as 5G), cloud and edge computing, artificial intelligence (“AI”), machine learning (“ML”), augmented and virtual reality (“AR” / “VR”), disruptive transport technologies and computer vision. Our interests include, but are not limited to, software and hardware platforms, semiconductors and related technologies and strong intellectual property.",BLANK CHECKS,0,2020,Contact Information,"1250 Prospect Street, Suite 200, La Jolla, CA 92037, US",(650) 396-7700,,Prospector Capital,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PRSRU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Goldman Sachs,-,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on consumption-focused companies with disruptive growth potential that have operations or prospective operations in Asia, with a particular focus on the technology sector in Southeast Asia, although we may pursue a business combination target in any business or industry. We believe our management team, advisory board members and board of directors have the relevant skills and experience to identify companies to best capture market opportunities.",BLANK CHECKS,0,2020,Contact Information,"Unit 11C/D, Kimley Commercial Building, 142 – 146 Queen’s Road Central, Hong Kong",+852 2467 0338,,Provident Acquisition,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PAQCU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Citigroup,-,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our efforts to identify a target business will not be limited to a particular industry or geographic region, although we intend to focus on operating businesses in and around the high-tech industry in the United States.",BLANK CHECKS,0,2019,Contact Information,"4601 Wilshire Boulevard, Suite 240, Los Angeles, CA 90010, US",(213) 625-8886,,PTK Acquisition,Financial Information,$125mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PTK.U,NYSE,10.0,$10.00 - $10.00,$100.0 mil,Chardan,-,7/13/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"PubMatic fuels the endless potential of Internet content creators. Our company provides a specialized cloud infrastructure platform that enables ad buyers to do real-time programmatic advertising transactions with publishers. PubMatic was founded 14 years ago with the vision that data-driven decisions would be the future of advertising.  We do not own media and we do not have a vested interest in driving ad revenue to specific media properties. Our global platform is omnichannel, supporting a wide array of ad formats and digital device types. In the third quarter of 2020, we served approximately 1,100 publishers and app developers, including many of the leading digital companies such as Verizon Media Group and News Corp. (Note: The PubMatic IPO was priced at $20 – above its $16-to-$18 range – on 5.9 million shares (same number of shares as in the prospectus.)",Services - Computer Programming,518,2006,Contact Information,"3 Lagoon Drive, Suite 180 Redwood City, California 94065",(650) 331-3485,,PubMatic,Financial Information,$813.11mil,$126.9 mil (last 12 months),$11.91 mil (last 12 months),IPO Profile,PUBM,NASDAQ,5.9,$20.00 - $20.00,$118.0 mil,Jefferies/ RBC Capital Markets,JMP Securities/ Keybanc Capital Markets/ Oppenheimer & Co./ Raymond James Securities,12/9/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
